rowNumber,date,time_of_day,headspace_package,day_within_headspace_package,clarity_pre_meditation,calm_pre_meditation,tiredness_pre_meditation,hours_awake_today,hours_slept_last_night,hours_since_meal,meditation_minutes_earlier_today,mood_bad_proportion_since_last_entry,mood_low_proportion_since_last_entry,mood_mildlypleasant_proportion_since_last_entry,mood_verygood_proportion_since_last_entry,stroop_congruent_pre_meditation,stroop_incongruent_pre_meditation,stroop_mistake_pre_meditation,meditation_randomised_walking,meditation_randomised_sitting,meditation_randomised_standing,stroop_congruent_post_meditation,stroop_incongruent_post_meditation,stroop_mistake_post_meditation,clarity_post_meditation,calm_post_meditation,tiredness_post_meditation,self_regulation_failure_severity,hrs_since_coffee,out_of_home,hangover,re_anchor,data_point_quality_compromised
638,4.4.2016,17:05,26,10,5.75,5.25,5.25,4.8,6.6,3.1,0,0,0.2,0.8,0,7,8.0385,none,0,1,0,7.88,8.9685,none,5,5.25,6.5,0,0.9,1,0,1,0
639,5.4.2016,15:02,26,11,6.25,4.75,5.25,3.5,9.1,1.5,20,0.1,0.55,0.35,0,9.204,10.4955,almost,0,1,0,10.684,10.139999999999999,none,4.75,4.75,5.75,2,0.5,0,0,1,0
640,6.4.2016,16:38,26,12,4.75,5.25,6,5.1,8,1.1,20,0,0.15,0.85,0,9.092,8.997,none,0,1,0,9.998,12.574499999999999,almost,5.5,5.25,5.75,4,4.5,0,0,1,0
641,7.4.2016,17:09,26,13,6.25,5.25,5.25,6,8.8,16,20,0,0,0.9,0.1,10.362,9.352500000000001,none,0,1,0,10.246,10.6395,none,5.25,4.75,6.25,4,1,0,0,1,0
642,8.4.2016,14:01,26,14,5,4.5,5.5,2.2,7.9,16,20,0,0,1,0,11.67,9.4245,almost,0,1,0,11.328,10.006499999999999,none,5.25,4.5,5.5,1,22,0,0,1,0
643,9.4.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA
644,11.4.2016,00:24,26,15,5,5.25,6.25,NA,NA,2,0,0,0,1,0,13.312,12.880500000000001,none,0,1,0,11.612,13.477499999999997,almost,4.5,4.5,7.5,4,12,0,1,1,0
645,11.4.2016,15:17,26,16,6,4.5,5.25,3.1,10,16.6,0,0,0.3,0.7,0,10.076,10.006499999999999,none,0,1,0,8.712,10.171499999999998,none,6,5,5.5,3,27,0,0,1,0
646,12.4.2016,17:23,26,17,5.5,5.25,5.75,5.8,8.6,5,0,0,0.1,0.9,0,10.488,9.8895,almost,0,1,0,9.918,9.6,none,5,5.5,5.75,1,4.75,0,0,1,0
647,13.4.2016,16:09,26,18,7,5.25,5.25,4.2,9.5,2.5,0,0,0.3,0.7,0,8.968,9.6615,none,1,0,0,8.274,9.7125,none,5.25,4.75,5.5,0,1,0,0,1,0
648,14.4.2016,13:55,26,19,5.75,5,5.25,2.4,7.6,13,20,0,0.05,0.95,0,9.8,8.5455,none,1,0,0,13.57,11.661,none,5,5.25,5.75,4,0.3,0,0,1,0
649,15.5.2016,14:36,26,20,5.5,5,5.5,2.9,9.2,37.6,20,0,0.05,0.7,0.25,9.228,8.386500000000002,at least one,0,0,1,10.834,10.1295,none,5.5,5.25,5.25,0,21.6,0,0,1,0
650,16.5.2016,18:18,26,21,4.25,4.5,7,8.3,8.25,2,0,0,0.1,0.4,0.5,9.478,10.0545,almost,0,0,1,8.118,10.2195,none,4.25,4.5,5.75,0,1,1,0,1,0
651,17.5.2016,23:52,26,22,4.75,5.5,7.5,17,6.8,0.5,0,0.1,0.1,0.7,0.1,8.982,9.871500000000001,none,0,0,1,10.072,9.7365,none,4.75,4.5,7,0,4,0,0,1,0
652,18.5.2016,18:12,26,23,5,4.25,5.5,6,10,5,0,0,0.35,0.65,0,7.242,9.249,none,0,1,0,9.276,9.9255,none,4.5,4.5,5.75,4,3.5,0,0,1,0
653,19.5.2016,16:51,26,24,5,4.75,5.5,5.7,9.9,1,0,0,0.6,0.4,0,8.734,9.447,none,1,0,0,11.516,10.114500000000001,almost,5.25,4.75,5.5,4,0.5,0,0,1,0
654,20.5.2016,15:06,26,25,5,4.5,5.5,4.4,7.75,1.75,50,0,0.3,0.7,0,9.684,9.161999999999999,none,0,0,1,7.278,9.181500000000002,none,4.75,4.5,6,0,1.5,0,0,1,0
655,21.4.2016,18:26,26,26,5,4.5,5.75,6.2,10.25,17.5,20,0.3,0.5,0.2,0,8.204,9.7185,almost,0,1,0,12.778,10.5345,none,4.5,4.25,5.75,0,29.35,0,0,1,0
656,22.4.2016,11:38,26,27,4.75,4.75,5.5,0.8,8,34.7,30,0,0.7,0.3,0,11.292,9.339,none,0,0,1,12.102,11.131499999999999,almost,5,4.5,5.5,1,46.7,0,0,1,0
657,23.4.2016,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,24.4.2016,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,25.4.2016,16:01,26,28,4.25,5.25,5.25,5.6,10.2,3.5,20,0,0.2,0.5,0.3,11.68,10.9575,at least one,0,0,1,11.794,10.624500000000001,none,5,5,5.25,0,0.9,0,1,1,0
660,26.4.2016,17:07,26,29,4.5,5.25,5.75,5.4,9.4,17,20,0,0.2,0.8,0,9.018,10.1565,none,0,1,0,9.716,9.6765,none,5.25,5,5.5,4,NA,0,0,1,0
661,27.4.2016,18:10,26,30,5,4.75,5.75,8.3,8.25,3,0,0,0.25,0.75,0,11.462,10.536,at least one,0,1,0,10.55,8.639999999999999,none,5.75,4.25,6.25,0,0,1,0,1,1
662,28.4.2016,15:19,27,1,5.75,5.5,5.5,3.3,10.6,3,20,0,0.4,0.6,0,9.362,10.398,none,0,1,0,9.372,10.0755,none,4.75,4.75,5.75,2,2.6,0,0,1,0
663,29.4.2016,17:33,27,2,5,5.25,5.5,6.7,8.7,2.5,20,0,0.35,0.65,0,8.534,8.1885,none,0,0,1,10.312,8.0505,none,5.75,4.5,5.25,0,0.5,1,0,1,1
664,30.4.2016,16:29,27,3,6,4.75,5.25,5.15,8.5,2,20,0,0.15,0.85,0,9.78,10.2045,none,0,1,0,9.168,9.906,almost,4.75,4.75,5.75,1,3.5,0,0,1,0
665,1.5.2016,16:02,27,4,6.25,5.5,5.5,5,8.6,3,20,0.25,0.5,0.25,0,9.798,10.473,almost,0,0,1,11.578,11.2545,none,6,5,5.5,4,3,0,0,1,0
666,2.5.2016,19:14,27,5,5.75,4.25,5.75,7.4,8.5,4,20,0,0.2,0.8,0,9.922,12.2055,almost,1,0,0,9.882,9.6885,none,4.75,4.75,6.25,1,2.6,0,0,1,0
667,3.5.2016,15:40,27,6,4.75,4.25,5.25,3.25,9.8,2.5,20,0,0.3,0.6,0.1,11.54,9.2235,none,0,0,1,9.518,10.477500000000001,none,4.75,4.5,5.75,0,1.8,0,0,1,1
668,4.5.2016,15:56,27,7,5.75,4.5,5.5,3.4,8.75,2.5,0,0,0.2,0.6,0.2,9.398,9.237,at least one,1,0,0,8.194,10.341,none,4.75,4.5,6,0,2,0,0,1,0
669,5.5.2016,17:56,27,8,5.25,4.5,5.5,4.9,10.6,4.5,20,0,0.05,0.95,0,8.704,10.3215,none,0,0,1,8.996,13.958999999999998,almost,5.25,4.75,5.75,1,0.8,0,0,1,0
670,6.5.2016,18:29,27,9,5,4.75,6.75,7,8.3,3.5,20,0,0,1,0,8.516,7.8765,none,0,1,0,10.026,8.964,none,5.75,4.5,5,0,1.5,1,0,1,0
671,7.5.2016,18:41,27,10,6,5,5.5,9.25,8.2,5.2,370,0,0.1,0.9,0,9.744,9.1005,none,1,0,0,7.362,11.6175,none,6,4.75,5.25,0,26,0,1,1,1
672,9.5.2016,00:03,27,11,6,4.75,5.5,10.5,8.3,1,20,0,0.25,0.45,0.3,9.106,9.66,none,0,1,0,9.57,11.5185,none,5.5,4.25,5.75,4,5,0,0,1,1
673,9.5.2016,16:36,27,12,5.25,4.25,5.25,3.8,8.25,15,0,0,0.25,0.75,0,7.79,11.004000000000001,none,1,0,0,10.654,10.178999999999998,none,5.25,4.75,5.5,0,21,0,0,1,0
674,10.5.2016,23:43,27,13,5.25,4.5,6.25,12,8.1,3.75,0,0,0.05,0.8,0.15,8.44,7.8405000000000005,none,0,1,0,7.894,8.8455,none,5,5,6,0,2.75,1,0,1,0
675,11.5.2016,15:52,27,14,5,4.75,6.25,4.2,8.1,19.9,20,0,0.2,0.8,0,8.72,11.106,none,0,1,0,9.11,9.3585,none,4.75,4.75,6.25,0,0.4,0,0,1,0
676,12.5.2016,15:13,27,15,4.5,5,5.5,3.9,7.8,19.55,20,0,0,0.8,0.2,10.168,9.3705,none,0,0,1,9.288,10.665000000000001,none,5.25,5.25,5.25,0,0.3,0,0,1,0
677,13.5.2016,16:34,27,16,4.25,4.25,5.5,3.9,8.4,17,20,0.05,0.25,0.7,0,12.354,8.557500000000001,almost,0,0,1,6.528,8.571000000000002,none,4.75,5,5.5,1,1.5,0,0,1,0
678,14.5.2016,13:12,27,17,4.5,3.75,5.25,0.85,7.75,15,0,0,0,1,0,10.62,10.0905,none,0,1,0,7.148,8.605500000000001,none,4.5,5,6.25,0,14.5,0,0,1,1
679,15.5.2016,23:21,27,18,4.5,4.5,7.5,12.1,5.1,2,0,0.15,0.3,0.35,0.2,12.11,9.959999999999999,none,0,1,0,10.564,10.7655,almost,4.75,4.75,7.25,4,11.5,0,1,1,0
680,16.5.2016,22:17,27,19,5.25,4.75,5.5,11.3,8.4,2,0,0.05,0.45,0.5,0,9.588,10.197,none,0,1,0,10.956,10.0935,none,5.25,5,5.5,2,9,0,0,1,0
681,18.5.2016,00:10,27,20,4.5,4.25,4.75,13.2,7.9,12.3,80,0.01,0.4,0.59,0,9.592,10.144499999999999,none,0,0,1,6.824,9.057,none,4.75,4.5,5.5,0,9.2,0,0,1,0
682,18.5.2016,16:54,27,21,5.25,5.25,5.75,4.9,9.2,2.1,20,0,0,0.95,0.05,7.844,9.1605,none,0,1,0,9.596,9.909,none,5,4.75,5.5,0,0.6,1,0,1,0
683,19.5.2016,13:08,27,22,5.5,5,4.5,3.1,8.2,15,0,0,0.2,0.8,0,7.424,10.8375,at least one,0,1,0,9.214,8.6685,none,5,4.75,5.5,1,0.5,0,0,1,0
684,20.5.2016,13:28,27,23,4.75,4.75,5.5,3,9.9,13.5,0,NA,NA,NA,NA,10.212,9.1035,none,0,1,0,7.968,10.3455,none,5,5.25,5.5,0,22,0,0.5,1,1
685,21.5.2016,22:22,27,24,4.5,4.5,6.25,13,6.6,3.8,0,0.05,0.4,0.4,0.15,13.116,8.8005,almost,0,1,0,9.448,10.1265,none,5,4.75,5.5,1,2.2,0,0,1,1
686,22.5.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,24.5.2016,01:12,27,25,4.25,4.75,6.5,13.8,9.4,2.5,0,0.02,0.48,0.5,0,9.83,10.4055,none,0,1,0,10.512,10.02,none,4.5,4.5,7.5,4,6,0,1,1,1
688,25.5.2016,02:01,27,26,4.5,4,7,14.5,8.3,2.5,0,0.4,0.45,0.1,0.05,9.788,11.2845,at least one,0,1,0,11.928,10.257000000000001,none,4.5,4.75,6,0,11,0,0,1,0
689,25.5.2016,17:00,27,27,4,4.75,7,7.5,6.7,0.6,0,0.05,0.8,0.15,0,10.606,9.256499999999999,none,0,1,0,6.906,8.8515,none,5.25,4.75,5.75,0,1,0,0,1,0
690,26.5.2016,NA,27,28,4.5,5,6.25,4.2,8.75,2.8,0,0,0.5,0.5,0,11.358,9.577499999999999,at least one,0,0,1,9.042,8.6385,none,4.25,4.25,7,2,2,0,0.5,1,0
691,27.5.2016,15:09,27,29,4.75,4.5,6.25,4.75,8,3.25,20,0,0.75,0.25,0,8.232,9.352500000000001,none,0,1,0,10.298,9.193499999999998,none,5,4.75,5.75,1,0,0,0,1,0
692,28.5.2016,12:54,NA,NA,5,4.5,5,1.4,9.1,0.75,0,0.15,0.7,0.15,0,8.876,8.718,at least one,1,0,0,NA,NA,NA,NA,NA,NA,0,0.75,NA,0,NA,1
693,30.5.2016,01:57,27,30,4.5,4.5,7.5,10.5,7.25,2.75,0,0.1,0.4,0.3,0.2,12.396,12.2655,at least one,0,1,0,11.828,11.044500000000001,none,4.5,4.25,8,4,9,0,1,1,0
694,31.5.2016,02:23,28,1,4.75,4.75,7,14,9.6,2.25,20,0,0.3,0.7,0,9.698,11.0385,none,0,1,0,11.132,12.3495,none,4.25,4.5,6.25,1,6,0,0,1,0
695,31.5.2016,18:49,28,2,4.5,4,5.5,6.2,8.8,19,0,0,0.6,0.4,0,8.094,10.4955,none,1,0,0,13.114,10.114500000000001,none,4.75,4.75,5.25,0,22,0,0,1,0
696,1.6.2016,21:15,28,3,5,4.75,5.5,10.25,7.4,3.3,0,0.05,0.4,0.3,0.25,7.358,9.9,none,0,0,1,10.184,10.6485,none,4.5,4.75,5.5,3,6.25,0,0,1,0
697,2.6.2016,15:55,28,4,5.25,4.75,5.75,4.2,9.5,1.3,0,0,0.2,0.7,0.1,12.63,10.742999999999999,none,0,1,0,12.578,11.7345,almost,5.5,5,5.5,0,3.4,0,0,1,0
698,3.6.2016,23:55,28,5,4.75,5,6.5,12.9,8.4,2.25,0,0,0.2,0.8,0,9.812,9.3345,none,0,0,1,10.562,10.2375,none,4.5,4.75,6.75,1,4,0,0,1,0
699,4.6.2016,09:00,28,6,4.5,5.5,5,0.6,6.9,9.2,0,0,0.25,0.75,0,11.49,9.988499999999998,at least one,0,1,0,9.95,11.349,none,5,4.75,5.5,0,13,0,0,1,0
700,5.6.2016,16:16,28,7,5.5,4.75,5.25,3.7,10.2,1.8,20,0.1,0.1,0.5,0.3,11.01,10.7955,none,1,0,0,9.014,11.181000000000001,none,5.25,4.75,5.5,2,1.55,0,0.5,1,1
701,6.6.2016,18:43,28,8,4.75,4.5,6.25,9.25,7.1,2.5,0,0,0.4,0.6,0,8.808,9.1965,almost,0,1,0,8.544,9.205499999999999,none,4.5,4.75,6.75,1,5,1,0,1,0
702,7.6.2016,14:02,28,9,4.75,5,5.75,5.25,6.2,13,0,0.05,0.4,0.55,0,9.318,7.947,none,1,0,0,8.346,8.7225,none,5.25,4.5,5.75,0,1.9,1,0,1,0
703,8.6.2016,19:03,28,10,4,4.25,7,9.8,9,3,0,0,0.75,0.25,0,9.43,9.6495,at least one,0,1,0,8.368,10.2285,none,4.5,4.75,5.75,0,3,1,0,1,0
704,9.6.2016,20:43,28,11,4.75,5.25,5.75,9.5,8.1,1.2,20,0.05,0.3,0.65,0,9.322,8.5845,none,0,0,1,10.038,8.7,none,5,4.5,6.25,0,6.75,0,0,1,0
705,10.6.2016,NA,NA,NA,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,11.6.2016,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,12.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,13.6.2016,17:20,28,12,4.25,4.25,6.5,6.9,10.75,1.25,20,NA,NA,NA,NA,11.126,8.683499999999999,almost,1,0,0,10.908,9.936,none,4.75,5.25,6,4,0.7,0,0,1,0
709,14.6.2016,18:24,28,13,4.75,4.75,5.75,10.6,7.3,1.4,0,0.1,0.8,0.1,0,11.28,8.8035,almost,0,1,0,9.208,10.8705,none,4.75,4.75,5.5,0,1.2,0,0,1,0
710,15.6.2016,22:32,28,14,5,4.5,6.75,14,7.3,1.75,30,0.05,0.65,0.3,0,10.292,10.810500000000001,none,0,1,0,10.192,10.702499999999999,none,4.5,4.5,7.25,4,8.75,0,0,1,1
711,16.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,17.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,18.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,19.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,20.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,21.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,22.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,23.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,24.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,25.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,26.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,27.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,28.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,29.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,30.6.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,1.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,2.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,3.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,4.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,5.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,6.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,7.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,8.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,9.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,10.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,11.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,12.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,13.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,14.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,15.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,16.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,17.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,18.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,19.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,20.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,21.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,22.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,23.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,24.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,25.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,26.7.2016,16:19,29,1,4.25,4,6,4.2,7.75,3.5,0,NA,NA,NA,NA,10.054,9.1965,none,0,1,0,12.768,9.84,none,4.5,5,5.5,NA,2.25,0,0,1,0
752,27.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,28.7.2016,23:08,29,2,5,5.5,6.25,13.25,6.7,4.1,0,NA,NA,NA,NA,9.712,10.278,none,0,0,1,7.848,10.0875,none,4.5,4.75,5.75,4,0.8,0,0,1,0
754,29.7.2016,20:41,29,3,4.75,4.75,6.75,7.5,8.9,NA,45,0.4,0.3,0.3,0,9.086,10.0365,none,0,1,0,7.978,8.973,none,4.5,5.25,6.5,0,NA,1,0,1,0
755,30.7.2016,13:11,29,4,4.25,5,7.5,3.75,4.75,2.75,0,0.1,0.5,0.3,0.1,NA,NA,NA,0,1,0,NA,NA,NA,4.75,5.5,7,0,1.1,1,0,1,1
756,31.7.2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,1.8.2016,23:40,29,5,5,5,5.75,15.5,7.5,1.25,0,0,0.3,0.7,0,NA,NA,NA,0,1,0,NA,NA,NA,4.5,4.75,6.25,3,3.25,1,0,1,1
758,2.8.2016,14:22,29,6,4.25,4.5,6.75,5.95,6.8,4.5,60,0.2,0.6,0.2,0,9.034,12.014999999999999,none,0,1,0,8.786,10.2795,none,4.5,4.75,6.75,0,4.5,1,0,1,0
759,3.8.2016,22:23,29,7,4.5,4.75,6.5,14.3,6.7,0.8,0,0,0.3,0.7,0,8.414,8.5215,none,1,0,0,9.376,11.108999999999998,none,4.25,4.75,7.25,0,0.8,1,0,1,0
760,4.8.2016,20:50,29,8,4.5,5.5,5.75,10.75,NA,1,30,0.05,0.8,0.2,0,NA,NA,NA,1,0,0,NA,NA,NA,6,4.75,6,4,3.1,1,0,1,1
761,6.8.2016,01:28,29,9,4.25,4.5,7.25,12.45,7,1,30,0.05,0.7,0.25,0,13.548,9.800999999999998,none,1,0,0,8.918,10.851,none,5,4.75,8,0,6,0,0,1,1
762,6.8.2016,13:19,29,10,4.5,4.5,4,3.3,6.9,1.25,0,0,0.8,0.2,0,9.128,8.2575,none,0,0,1,7.922,9.136500000000002,none,6,4.75,5.75,0,1.25,0,0,1,0
763,8.8.2016,01:35,29,11,4.5,4.75,6.5,11.5,4,3.1,0,0,0,1,0,8.596,10.7235,at least one,0,1,0,9.64,10.428,almost,4.5,4.75,6.75,4,3.75,0,1,1,1
764,9.8.2016,03:45,29,12,5.25,4.75,7.25,17.75,7.8,0.5,30,0,0.05,0.95,0,9.276,10.293000000000001,none,0,1,0,9.888,12.549,none,4.5,4.5,8,0,27.5,0,0,1,1
765,9.8.2016,18:50,29,13,5.75,4.25,6,8.8,5.4,2.75,0,0.1,0.6,0.3,0,10.268,9.772499999999999,none,1,0,0,12.586,12.3405,almost,4.75,4.5,7.5,0,48.2,0,0,1,1
